,model,gene_id,locus,alleles,markerID,annotation,n_cases,n_controls,heritability,trait_type,phenocode,pheno_sex,coding,n_cases_defined,n_cases_both_sexes,n_cases_females,n_cases_males,description,description_more,coding_description,category,AC,AF,BETA,SE,AF.Cases,AF.Controls,Pvalue,AC_calstat,AF_calstat
55,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,27000,325912.0,0.037643,2,Afib_custom,1,,32165,33125,11492,20673,Atrial fibrillation,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,32.0,5,7.0842e-06,-1.1521,1.399,0.0,7.6708e-06,0.41024,5.0,6.331919204710948e-06
56,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,145,354361.0,0.16636,2,Alopecia_custom,1,,186,189,123,63,Alopecia,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,7.0523e-06,-0.99841,27.233,0.0,7.055e-06,0.97075,5.0,6.331919204710948e-06
57,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1200,108097.0,0.064056,2,Alzheimers_custom1,1,,1420,1481,728,692,Alzheimers Disease Definition,,,50.0,3,1.3725e-05,-1.0077,7.4933,0.0,1.3876e-05,0.89302,5.0,6.331919204710948e-06
58,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,856,393985.0,0.07784,2,Alzheimers_custom2,1,,1013,1071,486,527,,,,,5,6.3319e-06,-0.99878,8.1158,0.0,6.3454e-06,0.90205,5.0,6.331919204710948e-06
59,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,11635,310688.0,0.027024,2,AtopDerm_Narrow_custom,1,,12843,12843,7295,5548,Narrow Definition of Atopic Dermatitis,Dermatology,,132.0,5,7.7565e-06,-1.0383,2.4841,0.0,8.0467e-06,0.67597,5.0,6.331919204710948e-06
60,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,9498,190941.0,0.033235,2,AtopDerm_Strict_custom,1,,10480,10480,6137,4343,Strict Definition of Atopic Dermatitis,Dermatology,,132.0,3,7.4838e-06,-1.0505,2.8541,0.0,7.8558e-06,0.71282,5.0,6.331919204710948e-06
61,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,39510,310688.0,0.018659,2,AtopDerm_Wide_custom,1,,43633,43633,24385,19248,Wide Definition of Atopic Dermatitis,Dermatology,,132.0,5,7.1391e-06,-1.0878,1.4257,0.0,8.0467e-06,0.44548,5.0,6.331919204710948e-06
62,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2880,391961.0,0.024906,2,Bipolar_disorder_custom,1,,3727,3865,1990,1737,,,,,5,6.3319e-06,-1.0075,5.506,0.0,6.3782e-06,0.85481,5.0,6.331919204710948e-06
63,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,13168,363361.0,0.06047,2,CAD_custom,1,,16036,16492,3077,12959,Coronary artery disease (CAD) ,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,32.0,5,6.6398e-06,-1.0477,2.0191,0.0,6.8802e-06,0.60386,5.0,6.331919204710948e-06
64,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1709,354529.0,0.10183,2,CD_custom,1,,2098,2169,1193,905,Crohn's disease or Crohns disease,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,7.0181e-06,-0.99638,6.1876,0.0,7.0516e-06,0.87207,5.0,6.331919204710948e-06
65,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2315,392526.0,0.010745,2,COVID19,1,B2_v2,488263,3015,1363,1558,Hospitalized vs non-hospitalized (controls include untested),,,,5,6.3319e-06,-1.009,5.0717,0.0,6.369e-06,0.84231,5.0,6.331919204710948e-06
66,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4206,390635.0,0.017378,2,COVID19,1,B2_v2_origin,488263,5646,2641,2814,"Hospitalized vs non-hospitalized (controls include untested; old definition using ""origin"" field)",,,,5,6.3319e-06,-1.0144,4.0359,0.0,6.3998e-06,0.80155,5.0,6.331919204710948e-06
67,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,12303,47722.0,0.0,2,COVID19,1,C1_v2,74949,16562,8473,7581,COVID-19 positive (controls only COVID-19 negative),,,,2,1.666e-05,-1.1516,2.0996,0.0,2.0955e-05,0.58334,5.0,6.331919204710948e-06
68,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,12303,382538.0,0.010122,2,COVID19,1,C2_v2,488263,16562,8473,7581,COVID-19 positive (controls include untested),,,,5,6.3319e-06,-1.0306,2.6921,0.0,6.5353e-06,0.70185,5.0,6.331919204710948e-06
69,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,11767,337472.0,0.0,2,COVID19,1,C2_v2_england_controls,432943,15898,8107,7292,"COVID-19 positive (controls include untested), only patients from centers in England",,,,5,7.1587e-06,-1.0281,2.7705,0.0,7.408e-06,0.71057,5.0,6.331919204710948e-06
70,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,2138,354529.0,0.3421,2,Celiac_custom,1,,2492,2555,1736,756,Celiac disease,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,7.0096e-06,-0.9803,5.8092,0.0,7.0516e-06,0.86599,5.0,6.331919204710948e-06
71,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,7006,303530.0,0.039341,2,ColorectalCancer_custom,1,,8421,8679,3665,4756,Bowel cancer in the colon or rectum,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,77.0,3,4.8306e-06,-1.0478,2.9587,0.0,4.9419e-06,0.72324,5.0,6.331919204710948e-06
72,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1851,375008.0,0.084427,2,CrohnsDisease_custom,1,,2287,2380,1261,1026,Crohns Disease Definition,Gastrointestinal,,132.0,5,6.634e-06,-0.99299,6.2291,0.0,6.6665e-06,0.87334,5.0,6.331919204710948e-06
73,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,68114,326727.0,0.0,2,Depression_custom,1,,82845,85197,53800,29045,,,,,5,6.3319e-06,-1.2059,1.2387,0.0,7.6516e-06,0.33031,5.0,6.331919204710948e-06
74,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,5177,389664.0,0.028619,2,Epilepsy_custom,1,,6322,6589,3149,3173,,,,,5,6.3319e-06,-1.0144,3.9723,0.0,6.4158e-06,0.79844,5.0,6.331919204710948e-06
75,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,53734,327258.0,0.014837,2,FH_Alzheimer_disease_dementia_custom,1,,64058,65784,36279,27779,,,,,5,6.5621e-06,-1.1339,1.2226,0.0,7.6392e-06,0.35368,5.0,6.331919204710948e-06
76,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,45361,315554.0,0.0,2,FH_Bowel_cancer_custom,1,,54444,55940,28880,25564,,,,,5,6.9271e-06,-1.1581,1.3209,0.0,7.9226e-06,0.38062,5.0,6.331919204710948e-06
77,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,43431,317484.0,0.0,2,FH_Breast_cancer_custom,1,,52375,53814,29829,22546,,,,,5,6.9271e-06,2.9135,1.1056,3.4538e-05,3.1498e-06,0.0084057,5.0,6.331919204710948e-06
78,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,66190,314802.0,0.0,2,FH_Chronic_bronchitis_emphysema_custom,1,,78715,80976,46088,32627,,,,,5,6.5621e-06,1.5355,1.1688,1.5108e-05,4.7649e-06,0.18893,5.0,6.331919204710948e-06
79,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,82451,298541.0,0.015541,2,FH_Diabetes_custom,1,,108127,111400,60953,47174,,,,,5,6.5621e-06,-0.057771,1.0277,6.0642e-06,6.6992e-06,0.95517,5.0,6.331919204710948e-06
80,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,176473,204519.0,0.0,2,FH_Heart_disease_custom,1,,214550,220681,122543,92007,,,,,5,6.5621e-06,1.3548,0.89727,1.1333e-05,2.4448e-06,0.13107,5.0,6.331919204710948e-06
81,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,190403,190589.0,0.0,2,FH_High_blood_pressure_custom,1,,237913,244589,139036,98877,,,,,5,6.5621e-06,-0.3189,0.90437,5.252e-06,7.8703e-06,0.72437,5.0,6.331919204710948e-06
82,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,51814,309101.0,0.01212,2,FH_Lung_cancer_custom,1,,61652,63406,33945,27707,,,,,5,6.9271e-06,0.38522,1.2191,9.6499e-06,6.4704e-06,0.75201,5.0,6.331919204710948e-06
83,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,16475,344440.0,0.013514,2,FH_Parkinsons_disease_custom,1,,19866,20410,11427,8439,,,,,5,6.9271e-06,-1.0448,1.9744,0.0,7.2582e-06,0.5967,5.0,6.331919204710948e-06
84,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,31997,328918.0,0.0,2,FH_Prostate_cancer_custom,1,,39114,40183,21193,17921,,,,,5,6.9271e-06,-1.1065,1.5308,0.0,7.6007e-06,0.46978,5.0,6.331919204710948e-06
85,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,53369,307546.0,0.0,2,FH_Severe_depression_custom,1,,65267,67138,40654,24613,,,,,5,6.9271e-06,0.48144,1.265,9.3687e-06,6.5031e-06,0.70351,5.0,6.331919204710948e-06
86,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,107793,273199.0,0.0,2,FH_Stroke_custom,1,,132101,135884,74337,57764,,,,,5,6.5621e-06,2.3135,0.95685,1.8554e-05,1.8302e-06,0.015612,5.0,6.331919204710948e-06
87,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,86,394755.0,0.0,2,Frontotemporal_dementia_custom,1,,108,114,49,59,,,,,5,6.3319e-06,-1.0004,26.632,0.0,6.333e-06,0.97003,5.0,6.331919204710948e-06
88,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,8912,385929.0,0.052562,2,Glaucoma_custom,1,,11273,11637,5511,5762,,,,,5,6.3319e-06,-1.0106,2.4978,0.0,6.4779e-06,0.68579,5.0,6.331919204710948e-06
89,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4783,375008.0,0.055507,2,IBD_custom1,1,,5949,6139,2991,2958,Irritible Bowel Disease Definition,Gastrointestinal,,132.0,5,6.5828e-06,-1.019,3.7236,0.0,6.6665e-06,0.78435,5.0,6.331919204710948e-06
90,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4061,354529.0,0.061536,2,IBD_custom2,1,,5000,5139,2732,2268,Inflammatory bowel disease (IBD),"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,6.972e-06,-1.0156,4.0745,0.0,7.0516e-06,0.80316,5.0,6.331919204710948e-06
91,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1050,384479.0,0.040509,2,Intracerebral_hemorrhage_custom,1,,1297,1341,564,733,,,,,5,6.4849e-06,-1.0056,7.1983,0.0,6.5023e-06,0.8889,5.0,6.331919204710948e-06
92,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4847,384479.0,0.015797,2,Ischemic_stroke_custom,1,,5895,6087,2133,3762,,,,,5,6.4216e-06,-1.0239,3.5963,0.0,6.5023e-06,0.77588,5.0,6.331919204710948e-06
93,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4319,303530.0,0.051141,2,LungCancer_custom,1,,5248,5459,2549,2699,Lung cancer,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,77.0,3,4.8728e-06,-1.0446,3.5478,0.0,4.9419e-06,0.76842,5.0,6.331919204710948e-06
94,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,690,394151.0,0.15528,2,Lupus_custom,1,,951,991,814,137,,,,,5,6.3319e-06,-0.99283,11.018,0.0,6.3427e-06,0.9282,5.0,6.331919204710948e-06
95,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1604,354529.0,0.17793,2,MS_custom,1,,1899,1977,1397,502,Multiple Sclerosis (MS),"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,7.0201e-06,-1.0079,7.3399,0.0,7.0516e-06,0.89078,5.0,6.331919204710948e-06
96,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1815,393026.0,0.17595,2,Multiple_sclerosis_custom,1,,2151,2240,1565,586,,,,,5,6.3319e-06,-1.0062,7.6727,0.0,6.3609e-06,0.89566,5.0,6.331919204710948e-06
97,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,4282,385089.0,0.04728,2,NAFLD_custom,1,,5467,5652,2790,2677,Non-alcoholic fatty liver disease,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,104.0,5,6.4209e-06,-1.0138,4.179,0.0,6.492e-06,0.80832,5.0,6.331919204710948e-06
98,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1724,393079.0,0.02866,2,Parkinsons_custom,1,,2055,2145,784,1271,,,,,5,6.3325e-06,-1.0096,5.7717,0.0,6.36e-06,0.86114,5.0,6.331919204710948e-06
99,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,10367,138056.0,0.05463,2,ProstateCancer_custom,2,,12545,12866,15,12530,Prostate cancer,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,77.0,3,1.0107e-05,-1.1061,1.9362,0.0,1.0865e-05,0.5678,5.0,6.331919204710948e-06
100,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,5864,354529.0,0.16732,2,PsO_custom,1,,7052,7207,3369,3683,Psoriasis (PsO),"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,6.9371e-06,-0.94247,3.7397,0.0,7.0516e-06,0.80103,5.0,6.331919204710948e-06
101,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,6101,354529.0,0.07916,2,RA_custom,1,,7548,7808,5203,2345,Rheumatoid arthritis (RA),"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,6.9326e-06,-1.024,3.6128,0.0,7.0516e-06,0.77683,5.0,6.331919204710948e-06
102,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,13042,303530.0,0.0,2,RareCancer_custom,1,,15711,16366,10460,5251,Rare cancer,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,77.0,3,4.7385e-06,-1.0531,2.8403,0.0,4.9419e-06,0.7108,5.0,6.331919204710948e-06
103,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,607,354529.0,0.17077,2,SLE_custom,1,,833,861,732,101,Systemic lupus erythematosus (SLE),"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,7.0398e-06,-0.99313,11.621,0.0,7.0516e-06,0.9319,5.0,6.331919204710948e-06
104,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,802,394039.0,0.12195,2,Schizophrenia_custom,1,,1127,1197,420,707,,,,,5,6.3319e-06,-1.0032,10.09,0.0,6.3445e-06,0.9208,5.0,6.331919204710948e-06
105,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,10362,384479.0,0.014566,2,Stroke_custom,1,,12689,13134,5282,7407,,,,,5,6.3319e-06,-1.0477,2.4841,0.0,6.5023e-06,0.6732,5.0,6.331919204710948e-06
106,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1142,384479.0,0.014216,2,Subarachnoid_hemorrhage_custom,1,,1385,1441,847,538,,,,,5,6.4833e-06,-1.0018,8.1092,0.0,6.5023e-06,0.90168,5.0,6.331919204710948e-06
107,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,1420,354529.0,0.18226,2,T1D_custom,1,,1800,1876,920,880,Type 1 Diabetes (T1D),"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,7.0238e-06,-0.9804,6.3991,0.0,7.0516e-06,0.87823,5.0,6.331919204710948e-06
108,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,20813,371952.0,0.063788,2,T2D_custom,1,,28093,28874,10550,17543,Type 2 Diabetes (T2D),"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,32.0,5,6.3654e-06,-1.0178,1.8664,0.0,6.7213e-06,0.58553,5.0,6.331919204710948e-06
109,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,20373,354529.0,0.090529,2,Thyroid_custom,1,,24930,25571,21089,3841,Autoimmune thyroiditis,"""Derived using a combination of ICD10, ICD9 and self-report codes.""",,88.0,5,6.6687e-06,-1.0036,1.8743,0.0,7.0516e-06,0.59236,5.0,6.331919204710948e-06
110,drug.GenebassVariant,ENSG00000189409,chr1:1632219,"[""A"",""G""]",chr1:1632219_A/G,0,469,394372.0,0.095958,2,Trigeminal_neuralgia_custom,1,,571,588,390,181,,,,,5,6.3319e-06,-0.99725,12.549,0.0,6.3392e-06,0.93666,5.0,6.331919204710948e-06
