model;pk;GeneName;GeneID;EntryName;ProteinName
drug.Protein;P04626;ERBB2;ENSG00000141736;P04626;Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340)
drug.Protein;P11836;MS4A1;ENSG00000156738;P11836;B-lymphocyte antigen CD20 (B-lymphocyte surface antigen B1) (Bp35) (Leukocyte surface antigen Leu-16) (Membrane-spanning 4-domains subfamily A member 1) (CD antigen CD20)
drug.Protein;P04234;CD3D;ENSG00000167286;P04234;T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d)
drug.Protein;P07766;CD3E;ENSG00000198851;P07766;T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e)
drug.Protein;P09693;CD3G;ENSG00000160654;P09693;T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g)
drug.Protein;P20963;CD247;ENSG00000198821;P20963;T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247)
drug.Protein;P02763;ORM1;ENSG00000229314;P02763;Alpha-1-acid glycoprotein 1 (AGP 1) (Orosomucoid-1) (OMD 1)
drug.Protein;P01009;SERPINA1;ENSG00000197249;P01009;Alpha-1-antitrypsin (Alpha-1 protease inhibitor) (Alpha-1-antiproteinase) (Serpin A1) [Cleaved into: Short peptide from AAT (SPAAT)]
drug.Protein;P01130;LDLR;ENSG00000130164;P01130;Low-density lipoprotein receptor (LDL receptor)
drug.Protein;P04278;SHBG;ENSG00000129214;P04278;Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP) (Testosterone-estradiol-binding globulin) (TeBG) (Testosterone-estrogen-binding globulin)
drug.Protein;P02790;HPX;ENSG00000110169;P02790;Hemopexin (Beta-1B-glycoprotein)
drug.Protein;Q02318;CYP27A1;ENSG00000135929;Q02318;Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)
drug.Protein;P15104;GLUL;ENSG00000135821;P15104;Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL) (EC 2.3.1.225)
drug.Protein;P06276;BCHE;ENSG00000114200;P06276;Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)
drug.Protein;Q02928;CYP4A11;ENSG00000187048;Q02928;Cytochrome P450 4A11 (EC 1.14.14.1) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (CYP4AII) (CYPIVA11) (Cytochrome P-450HK-omega) (Cytochrome P450HL-omega) (Fatty acid omega-hydroxylase) (Lauric acid omega-hydroxylase) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80)
drug.Protein;P60880;SNAP25;ENSG00000132639;P60880;Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)
drug.Protein;P62745;RHOB;ENSG00000143878;P62745;Rho-related GTP-binding protein RhoB (Rho cDNA clone 6) (h6)
drug.Protein;P25116;F2R;ENSG00000181104;P25116;Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor)
drug.Protein;P31358;CD52;ENSG00000169442;P31358;CAMPATH-1 antigen (CDw52) (Cambridge pathology 1 antigen) (Epididymal secretory protein E5) (Human epididymis-specific protein 5) (He5) (CD antigen CD52)
drug.Protein;Q04609;FOLH1;ENSG00000086205;Q04609;Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Cell growth-inhibiting gene 27 protein) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen) (PSM) (PSMA) (Pteroylpoly-gamma-glutamate carboxypeptidase)
drug.Protein;P49069;CAMLG;ENSG00000164615;P49069;Guided entry of tail-anchored proteins factor CAMLG (Calcium signal-modulating cyclophilin ligand)
drug.Protein;Q96LZ3;PPP3R2;ENSG00000188386;Q96LZ3;Calcineurin subunit B type 2 (Calcineurin B-like protein) (CBLP) (Calcineurin BII) (CNBII) (PPP3R1-like) (Protein phosphatase 2B regulatory subunit 2) (Protein phosphatase 3 regulatory subunit B beta isoform)
drug.Protein;P62937;PPIA;ENSG00000196262;P62937;Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]
drug.Protein;P30405;PPIF;ENSG00000108179;P30405;Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Mitochondrial cyclophilin) (CyP-M) (Rotamase F)
drug.Protein;P20815;CYP3A5;ENSG00000106258;P20815;Cytochrome P450 3A5 (EC 1.14.14.1) (CYPIIIA5) (Cytochrome P450-PCN3)
drug.Protein;O95342;ABCB11;ENSG00000073734;O95342;Bile salt export pump (EC 7.6.2.-) (ATP-binding cassette sub-family B member 11)
drug.Protein;Q12908;SLC10A2;ENSG00000125255;Q12908;Ileal sodium/bile acid cotransporter (Apical sodium-dependent bile acid transporter) (ASBT) (Ileal Na(+)/bile acid cotransporter) (Ileal sodium-dependent bile acid transporter) (IBAT) (ISBT) (Na(+)-dependent ileal bile acid transporter) (Sodium/taurocholate cotransporting polypeptide, ileal) (Solute carrier family 10 member 2)
drug.Protein;Q14973;SLC10A1;ENSG00000100652;Q14973;Sodium/bile acid cotransporter (Cell growth-inhibiting gene 29 protein) (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/taurocholate cotransporting polypeptide) (Solute carrier family 10 member 1)
drug.Protein;Q4U2R8;SLC22A6;ENSG00000197901;Q4U2R8;Solute carrier family 22 member 6 (Organic anion transporter 1) (hOAT1) (PAH transporter) (hPAHT) (Renal organic anion transporter 1) (hROAT1)
drug.Protein;Q5T3U5;ABCC10;ENSG00000124574;Q5T3U5;ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7)
drug.Protein;Q9UNQ0;ABCG2;ENSG00000118777;Q9UNQ0;Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein) (CDw338) (Mitoxantrone resistance-associated protein) (Placenta-specific ATP-binding cassette transporter) (Urate exporter) (CD antigen CD338)
drug.Protein;Q9Y6L6;SLCO1B1;ENSG00000134538;Q9Y6L6;Solute carrier organic anion transporter family member 1B1 (Liver-specific organic anion transporter 1) (LST-1) (OATP-C) (Sodium-independent organic anion-transporting polypeptide 2) (OATP-2) (Solute carrier family 21 member 6)
drug.Protein;Q9NPD5;SLCO1B3;ENSG00000111700;Q9NPD5;Solute carrier organic anion transporter family member 1B3 (Liver-specific organic anion transporter 2) (LST-2) (Organic anion transporter 8) (Organic anion-transporting polypeptide 8) (OATP-8) (Solute carrier family 21 member 8)
drug.Protein;P06729;CD2;ENSG00000116824;P06729;T-cell surface antigen CD2 (Erythrocyte receptor) (LFA-2) (LFA-3 receptor) (Rosette receptor) (T-cell surface antigen T11/Leu-5) (CD antigen CD2)
drug.Protein;P20701;ITGAL;ENSG00000005844;P20701;Integrin alpha-L (CD11 antigen-like family member A) (Leukocyte adhesion glycoprotein LFA-1 alpha chain) (LFA-1A) (Leukocyte function-associated molecule 1 alpha chain) (CD antigen CD11a)
drug.Protein;P20702;ITGAX;ENSG00000140678;P20702;Integrin alpha-X (CD11 antigen-like family member C) (Leu M5) (Leukocyte adhesion glycoprotein p150,95 alpha chain) (Leukocyte adhesion receptor p150,95) (CD antigen CD11c)
drug.Protein;P06126;CD1A;ENSG00000158477;P06126;T-cell surface glycoprotein CD1a (T-cell surface antigen T6/Leu-6) (hTa1 thymocyte antigen) (CD antigen CD1a)
drug.Protein;Q95460;MR1;ENSG00000153029;Q95460;Major histocompatibility complex class I-related gene protein (MHC class I-related gene protein) (Class I histocompatibility antigen-like protein)
drug.Protein;P42081;CD86;ENSG00000114013;P42081;T-lymphocyte activation antigen CD86 (Activation B7-2 antigen) (B70) (BU63) (CTLA-4 counter-receptor B7.2) (FUN-1) (CD antigen CD86)
drug.Protein;P01730;CD4;ENSG00000010610;P01730;T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4)
drug.Protein;P05556;ITGB1;ENSG00000150093;P05556;Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa) (GPIIA) (VLA-4 subunit beta) (CD antigen CD29)
drug.Protein;P06756;ITGAV;ENSG00000138448;P06756;"Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]"
drug.Protein;P03951;F11;ENSG00000088926;P03951;"Coagulation factor XI (FXI) (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) [Cleaved into: Coagulation factor XIa heavy chain; Coagulation factor XIa light chain]"
drug.Protein;P09619;PDGFRB;ENSG00000113721;P09619;Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b)
drug.Protein;P16234;PDGFRA;ENSG00000134853;P16234;Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a)
drug.Protein;P01023;A2M;ENSG00000175899;P01023;Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5)
drug.Protein;P20645;M6PR;ENSG00000003056;P20645;Cation-dependent mannose-6-phosphate receptor (CD Man-6-P receptor) (CD-MPR) (46 kDa mannose 6-phosphate receptor) (MPR 46)
drug.Protein;P01178;OXT;ENSG00000101405;P01178;"Oxytocin-neurophysin 1 (OT-NPI) [Cleaved into: Oxytocin (Ocytocin); Neurophysin 1]"
drug.Protein;P48147;PREP;ENSG00000085377;P48147;Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)
drug.Protein;Q9UIQ6;LNPEP;ENSG00000113441;Q9UIQ6;Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Insulin-regulated membrane aminopeptidase) (Insulin-responsive aminopeptidase) (IRAP) (Oxytocinase) (OTase) (Placental leucine aminopeptidase) (P-LAP) [Cleaved into: Leucyl-cystinyl aminopeptidase, pregnancy serum form]
drug.Protein;Q15109;AGER;ENSG00000204305;Q15109;Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)
drug.Protein;P13612;ITGA4;ENSG00000115232;P13612;Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (VLA-4 subunit alpha) (CD antigen CD49d)
drug.Protein;P05362;ICAM1;ENSG00000090339;P05362;Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54)
drug.Protein;P00736;C1R;ENSG00000159403;P00736;"Complement C1r subcomponent (EC 3.4.21.41) (Complement component 1 subcomponent r) [Cleaved into: Complement C1r subcomponent heavy chain; Complement C1r subcomponent light chain]"
drug.Protein;P15692;VEGFA;ENSG00000112715;P15692;Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)
drug.Protein;P13688;CEACAM1;ENSG00000079385;P13688;Carcinoembryonic antigen-related cell adhesion molecule 1 (Biliary glycoprotein 1) (BGP-1) (CD antigen CD66a)
drug.Protein;Q9BYV1;AGXT2;ENSG00000113492;Q9BYV1;Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)
drug.Protein;Q99259;GAD1;ENSG00000128683;Q99259;Glutamate decarboxylase 1 (EC 4.1.1.15) (67 kDa glutamic acid decarboxylase) (GAD-67) (Glutamate decarboxylase 67 kDa isoform)
drug.Protein;P35520;CBS;ENSG00000160200;P35520;Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)
drug.Protein;Q16719;KYNU;ENSG00000115919;Q16719;Kynureninase (EC 3.7.1.3) (L-kynurenine hydrolase)
drug.Protein;P34896;SHMT1;ENSG00000176974;P34896;Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)
drug.Protein;Q9Y697;NFS1;ENSG00000244005;Q9Y697;Cysteine desulfurase, mitochondrial (EC 2.8.1.7)
drug.Protein;P17174;GOT1;ENSG00000120053;P17174;Aspartate aminotransferase, cytoplasmic (cAspAT) (EC 2.6.1.1) (EC 2.6.1.3) (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic) (cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)
drug.Protein;P04181;OAT;ENSG00000065154;P04181;"Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase) [Cleaved into: Ornithine aminotransferase, hepatic form; Ornithine aminotransferase, renal form]"
drug.Protein;P11926;ODC1;ENSG00000115758;P11926;Ornithine decarboxylase (ODC) (EC 4.1.1.17)
drug.Protein;Q8N5Z0;AADAT;ENSG00000109576;Q8N5Z0;Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (KAT/AadAT) (2-aminoadipate aminotransferase) (2-aminoadipate transaminase) (EC 2.6.1.39) (Alpha-aminoadipate aminotransferase) (AadAT) (Glycine transaminase AADAT) (EC 2.6.1.4) (Kynurenine aminotransferase II) (Kynurenine--glyoxylate transaminase AADAT) (EC 2.6.1.63) (Kynurenine--oxoglutarate aminotransferase II) (Kynurenine--oxoglutarate transaminase 2) (EC 2.6.1.7) (Kynurenine--oxoglutarate transaminase II) (Methionine--glyoxylate transaminase AADAT) (EC 2.6.1.73)
drug.Protein;P80404;ABAT;ENSG00000183044;P80404;4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)
drug.Protein;Q9NVS9;PNPO;ENSG00000108439;Q9NVS9;Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)
drug.Protein;O95470;SGPL1;ENSG00000166224;O95470;Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)
drug.Protein;P17735;TAT;ENSG00000198650;P17735;Tyrosine aminotransferase (TAT) (EC 2.6.1.5) (L-tyrosine:2-oxoglutarate aminotransferase)
drug.Protein;Q16773;KYAT1;ENSG00000171097;Q16773;Kynurenine--oxoglutarate transaminase 1 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase) (EC 4.4.1.13) (Glutamine transaminase K) (GTK) (Glutamine--phenylpyruvate transaminase) (EC 2.6.1.64) (Kynurenine aminotransferase 1) (Kynurenine aminotransferase I) (KATI) (Kynurenine--oxoglutarate transaminase I)
drug.Protein;O15270;SPTLC2;ENSG00000100596;O15270;Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)
drug.Protein;Q9Y600;CSAD;ENSG00000139631;Q9Y600;Cysteine sulfinic acid decarboxylase (EC 4.1.1.29) (Aspartate 1-decarboxylase) (EC 4.1.1.11) (Cysteine-sulfinate decarboxylase) (Sulfinoalanine decarboxylase)
drug.Protein;P19113;HDC;ENSG00000140287;P19113;Histidine decarboxylase (HDC) (EC 4.1.1.22)
drug.Protein;Q96A70;AZIN2;ENSG00000142920;Q96A70;Antizyme inhibitor 2 (AzI2) (Arginine decarboxylase) (ADC) (ARGDC) (Ornithine decarboxylase-like protein) (ODC-like protein) (ornithine decarboxylase paralog) (ODC-p)
drug.Protein;P20132;SDS;ENSG00000135094;P20132;L-serine dehydratase/L-threonine deaminase (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19)
drug.Protein;O75600;GCAT;ENSG00000100116;O75600;2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (AKB ligase) (EC 2.3.1.29) (Aminoacetone synthase) (Glycine acetyltransferase)
drug.Protein;P23378;GLDC;ENSG00000178445;P23378;Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))
drug.Protein;P24298;GPT;ENSG00000167701;P24298;Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1)
drug.Protein;Q9Y617;PSAT1;ENSG00000135069;Q9Y617;Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)
drug.Protein;P13196;ALAS1;ENSG00000023330;P13196;5-aminolevulinate synthase, non-specific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)
drug.Protein;P21549;AGXT;ENSG00000172482;P21549;Alanine--glyoxylate aminotransferase (AGT) (EC 2.6.1.44) (Serine--pyruvate aminotransferase) (SPT) (EC 2.6.1.51)
drug.Protein;Q96GD0;PDXP;ENSG00000241360;Q96GD0;Chronophin (EC 3.1.3.16) (EC 3.1.3.74) (Pyridoxal phosphate phosphatase) (PLP phosphatase)
drug.Protein;O15269;SPTLC1;ENSG00000090054;O15269;Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1)
drug.Protein;P32929;CTH;ENSG00000116761;P32929;Cystathionine gamma-lyase (CGL) (CSE) (EC 4.4.1.1) (Cysteine desulfhydrase) (Cysteine-protein sulfhydrase) (Gamma-cystathionase) (Homocysteine desulfhydrase) (EC 4.4.1.2)
drug.Protein;P54687;BCAT1;ENSG00000060982;P54687;Branched-chain-amino-acid aminotransferase, cytosolic (BCAT(c)) (EC 2.6.1.42) (Protein ECA39)
drug.Protein;O15382;BCAT2;ENSG00000105552;O15382;Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)
drug.Protein;O94903;PLPBP;ENSG00000147471;O94903;Pyridoxal phosphate homeostasis protein (PLP homeostasis protein) (Proline synthase co-transcribed bacterial homolog protein) (Pyridoxal phosphate-binding protein)
drug.Protein;P00505;GOT2;ENSG00000125166;P00505;Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)
drug.Protein;P11216;PYGB;ENSG00000100994;P11216;Glycogen phosphorylase, brain form (EC 2.4.1.1)
drug.Protein;P11217;PYGM;ENSG00000068976;P11217;Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)
drug.Protein;P20711;DDC;ENSG00000132437;P20711;Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC)
drug.Protein;Q2TU84;;;;
drug.Protein;Q53ET4;;;;
drug.Protein;Q59FK2;;;;
drug.Protein;Q59GM9;;;;
drug.Protein;Q5JAM2;;;;
drug.Protein;Q5VZ30;;;;
drug.Protein;Q6IBS8;;;;
drug.Protein;Q6YP21;KYAT3;ENSG00000137944;Q6YP21;Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)
drug.Protein;Q6ZQY3;GADL1;ENSG00000144644;Q6ZQY3;Acidic amino acid decarboxylase GADL1 (Aspartate 1-decarboxylase) (ADC) (HuADC) (EC 4.1.1.11) (Cysteine sulfinic acid decarboxylase) (CSADC) (HuCSADC) (EC 4.1.1.29) (Glutamate decarboxylase-like protein 1)
drug.Protein;Q96I15;SCLY;ENSG00000132330;Q96I15;Selenocysteine lyase (hSCL) (EC 4.4.1.16)
drug.Protein;Q6WRI0;IGSF10;ENSG00000152580;Q6WRI0;Immunoglobulin superfamily member 10 (IgSF10) (Calvaria mechanical force protein 608) (CMF608)
drug.Protein;Q8IUZ5;PHYKPL;ENSG00000175309;Q8IUZ5;5-phosphohydroxy-L-lysine phospho-lyase (EC 4.2.3.134) (Alanine--glyoxylate aminotransferase 2-like 2)
drug.Protein;Q8IVA8;;;;
drug.Protein;P34897;SHMT2;ENSG00000182199;P34897;Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)
drug.Protein;P22557;ALAS2;ENSG00000158578;P22557;5-aminolevulinate synthase, erythroid-specific, mitochondrial (ALAS-E) (EC 2.3.1.37) (5-aminolevulinic acid synthase 2) (Delta-ALA synthase 2) (Delta-aminolevulinate synthase 2)
drug.Protein;Q8TD30;GPT2;ENSG00000166123;Q8TD30;Alanine aminotransferase 2 (ALT2) (EC 2.6.1.2) (Glutamate pyruvate transaminase 2) (GPT 2) (Glutamic--alanine transaminase 2) (Glutamic--pyruvic transaminase 2)
drug.Protein;Q96EN8;MOCOS;ENSG00000075643;Q96EN8;Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (hMCS) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase)
